parcel_id,address,fin_sqft,year_built,sale_date,sale_price,county
055-0006-0053-00,2948 HACKBERRY ST,2080,1898,2025-06-10,"$500,000",Hamilton
025-0002-0083-00,3640 GRANDIN RD,2307,1942,2025-06-10,"$831,000",Hamilton
063-0003-0190-00,2324 30 PARK AVE,1033,1928,2025-06-10,"$190,000",Hamilton
035-0002-0043-00,5207 RAVENNA ST,1344,2018,2025-06-10,"$350,000",Hamilton
054-0003-0205-00,3319 EVANSTON AVE,1440,1915,2025-06-10,"$277,900",Hamilton
042-0005-0042-00,3580 LILAC AVE,2272,1890,2025-06-09,"$412,000",Hamilton
031-0001-0041-00,316 AUDUBON ST,,,2025-06-09,"$1,075,000",Hamilton
028-0006-0049-00,3573 HANDMAN AVE,1019,1951,2025-06-09,"$340,000",Hamilton
035-0003-0002-00,5223 WARD ST,2494,1898,2025-06-09,"$185,000",Hamilton
026-0001-0028-00,444 DELTA AVE,1624,1885,2025-06-09,"$240,000",Hamilton
041-0004-0134-00,3434 ZUMSTEIN AVE,2577,1909,2025-06-09,"$795,000",Hamilton
026-0002-0081-00,658 RUSHTON RD,1664,1903,2025-06-09,"$233,000",Hamilton
031-0001-0049-00,2828 HOFF AVE,3128,2017,2025-06-09,"$1,075,000",Hamilton
055-0006-0220-00,DESALES LN,,,2025-06-09,"$592,378",Hamilton
051-0002-0039-00,4533 ORKNEY AVE,1544,1928,2025-06-09,"$379,900",Hamilton
003-0003-0039-00,6152 WASIGO DR,1947,1956,2025-06-09,"$399,000",Hamilton
041-0004-0160-00,3434 ZUMSTEIN AVE,,,2025-06-09,"$795,000",Hamilton
055-0006-0222-00,DESALES LN,,,2025-06-09,"$597,485",Hamilton
009-0001-0134-00,5758 SANCTUARY PL,,,2025-06-09,"$560,000",Hamilton
002-0002-0260-00,1610 BRANDON AVE,1488,1941,2025-06-06,"$305,000",Hamilton
039-0002-0133-00,3424 N CLUB CREST AVE,1254,1926,2025-06-06,"$392,000",Hamilton
050-0006-0005-00,4121 MARBURG AVE,1305,1895,2025-06-06,"$375,000",Hamilton
025-0002-0018-00,3570 KROGER AVE,1220,1922,2025-06-06,"$495,000",Hamilton
026-0002-0019-00,586 EMPRESS AVE,1267,1915,2025-06-06,"$410,000",Hamilton
025-0002-0027-00,3569 LEEDS AVE,,,2025-06-06,"$495,000",Hamilton
019-0002-0059-00,1155 HERSCHEL AVE,1222,1918,2025-06-06,"$435,000",Hamilton
053-0003-0077-00,3339 HEWITT CRESCENT,1216,1925,2025-06-05,"$135,000",Hamilton
053-0001-0078-00,2324 707 MADISON RD,1309,1963,2025-06-05,"$175,000",Hamilton
055-0004-0241-00,1623 DEXTER AVE,2224,2022,2025-06-05,"$600,000",Hamilton
038-0A03-0107-00,3627 BRENTWOOD AVE,1199,1924,2025-06-05,"$439,000",Hamilton
038-0003-0010-00,3640 HERSCHEL AVE,504,1902,2025-06-05,"$294,150",Hamilton
002-0001-0117-00,1705 BRACHMAN AVE,1369,1951,2025-06-05,"$229,000",Hamilton
026-0002-0010-00,574 DELTA AVE,1667,1900,2025-06-05,"$465,000",Hamilton
040-0005-0009-00,3639 COLUMBUS AVE,928,1885,2025-06-05,"$315,000",Hamilton
043-0004-0050-00,1301 PARK RIDGE PL,2393,1929,2025-06-05,"$965,465",Hamilton
046-0002-0083-00,1302 CRYER AVE,2049,1913,2025-06-05,"$750,000",Hamilton
039-0002-0032-00,3327 DE FOREST DR,1846,1934,2025-06-05,"$505,000",Hamilton
035-0003-0170-00,5107 WARD ST,1136,1885,2025-06-04,"$246,500",Hamilton
028-0006-0200-00,544 TUSCULUM AVE,1056,1980,2025-06-04,"$230,000",Hamilton
044-0003-0145-00,1046 DELTA AVE,,,2025-06-04,"$450,000",Hamilton
050-0007-0020-00,3403 BROTHERTON RD,1742,1915,2025-06-04,"$385,000",Hamilton
003-0003-0295-00,2462 SANCTUARY CR,1044,1998,2025-06-04,"$228,500",Hamilton
044-0003-0058-00,1021 DELTA AVE,0,1930,2025-06-04,"$450,000",Hamilton
044-0003-0059-00,1021 DELTA AVE,,,2025-06-04,"$450,000",Hamilton
045-0001-0006-00,3313 NASH AVE,2420,1887,2025-06-04,"$825,000",Hamilton
041-0006-0082-00,3417 BURCH AVE,2767,1908,2025-06-04,"$850,000",Hamilton
039-0007-0110-00,2877 MINTO AVE,1584,1915,2025-06-03,"$400,000",Hamilton
039-0002-0295-00,3314 N STERLING WY,965,1932,2025-06-03,"$351,000",Hamilton
032-0003-0177-00,1201 1210 EDGECLIFF PL,5703,1990,2025-06-03,"$2,850,000",Hamilton
062-0002-0088-00,2537 HACKBERRY ST,3519,1880,2025-06-03,"$430,000",Hamilton
050-0003-0117-00,3133 MADISON RD,1405,2020,2025-06-02,"$640,000",Hamilton
001-0001-0378-00,2417 FINDLATER CT,,,2025-06-02,"$229,900",Hamilton
001-0001-0146-00,2417 FINDLATER CT,1129,1950,2025-06-02,"$229,900",Hamilton
037-0005-0063-00,6823 MERWIN AVE,1209,1926,2025-06-02,"$326,500",Hamilton
003-0003-0355-00,2498 WALNUTVIEW CT,1351,1999,2025-06-02,"$420,000",Hamilton
036-0004-0252-00,4714 GLENSHADE AVE,2249,1900,2025-06-02,"$472,500",Hamilton
036-0001-0045-00,4728 ARMADA PL,936,1927,2025-06-02,"$130,000",Hamilton
063-0003-0228-00,2356 28 PARK AVE,1430,1906,2025-06-02,"$305,000",Hamilton
032-0006-0168-00,2235 103 RIVERSIDE DR,2428,2002,2025-06-02,"$750,000",Hamilton
001-0004-0199-00,2079 WADSBURY DR,3146,1973,2025-06-02,"$250,000",Hamilton
028-0006-0240-00,459 STRAFER ST,3458,2012,2025-06-02,"$1,225,000",Hamilton
039-0003-0139-00,3094 MARKBREIT AVE,1795,1916,2025-06-02,"$396,500",Hamilton
045-0003-0196-00,752 7 DELTA AVE,1678,2007,2025-06-02,"$500,000",Hamilton
036-0004-0192-00,6124 ROE ST,1446,1895,2025-06-02,"$389,000",Hamilton
049-0004-0325-00,2905 ROBERTSON AVE,1702,1915,2025-06-02,"$404,250",Hamilton
002-0008-0017-00,6818 WHITEHALL AVE,1279,1951,2025-05-30,"$265,000",Hamilton
055-0006-0210-00,WOODBURN AVE,,,2025-05-30,"$672,500",Hamilton
003-0003-0155-00,2418 CARDINAL HILL CT,895,1994,2025-05-30,"$236,000",Hamilton
006-0001-0006-00,5870 KELLOGG AVE,1473,1906,2025-05-30,"$160,000",Hamilton
056-0001-0107-00,2600 B HACKBERRY ST,1042,1880,2025-05-30,"$218,700",Hamilton
003-0005-0203-00,5469 HANOVER CR,1160,1990,2025-05-30,"$260,000",Hamilton
002-0003-0049-00,1613 BURNEY LN,1807,1935,2025-05-29,"$330,000",Hamilton
040-0003-0101-00,2736 ATLANTIC AVE,1573,1906,2025-05-29,"$351,000",Hamilton
041-0005-0023-00,3607 ZUMSTEIN AVE,2691,1906,2025-05-29,"$955,000",Hamilton
054-0006-0057-00,1537 RUTH AVE,1982,1909,2025-05-29,"$180,000",Hamilton
035-0002-0126-00,5200 EBERSOLE AVE,864,1920,2025-05-28,"$220,000",Hamilton
037-0002-0130-00,6751 MERWIN AVE,1409,1931,2025-05-28,"$250,000",Hamilton
037-0001-0440-00,4403 SIMPSON AVE,1488,1935,2025-05-28,"$225,000",Hamilton
044-0006-0055-00,3119 GRIEST AVE,1786,1922,2025-05-28,"$595,000",Hamilton
007-0003-0060-00,5001 A3 KELLOGG AVE,0,1984,2025-05-28,"$1,875",Hamilton
054-0004-0182-00,3232 FAIRFIELD AVE,2170,1909,2025-05-28,"$375,000",Hamilton
039-0002-0673-00,3716 2C EASTERN HILLS LN,1885,2014,2025-05-28,"$514,000",Hamilton
041-0005-0016-00,3641 ZUMSTEIN AVE,2106,1905,2025-05-28,"$716,000",Hamilton
044-0001-0095-00,3065 11 ALPINE TE,962,1969,2025-05-28,"$210,000",Hamilton
054-0004-0110-00,1864 HEWITT AVE,1922,1911,2025-05-27,"$420,000",Hamilton
037-0002-0470-00,6510 BRITTON AVE,988,1946,2025-05-27,"$250,000",Hamilton
031-0002-0097-00,3047 RIVERSIDE DR,1460,1875,2025-05-27,"$270,000",Hamilton
039-0002-0091-00,3319 N STERLING WY,1053,1935,2025-05-27,"$447,000",Hamilton
001-0001-0462-00,2240 SUFFOLK ST,1792,2005,2025-05-27,"$342,000",Hamilton
027-0001-0194-00,414 STRAFER ST,2054,2006,2025-05-27,"$625,000",Hamilton
040-0003-0156-00,2740 COX LN,800,1917,2025-05-27,"$224,000",Hamilton
037-0003-0026-00,4714 CASTLE PL,1556,1900,2025-05-27,"$190,000",Hamilton
058-0005-0051-00,1619 CLAREWOOD AVE,1749,1916,2025-05-27,"$249,900",Hamilton
040-0005-0114-00,3573 ST CHARLES PL,1666,1912,2025-05-23,"$556,000",Hamilton
049-0004-0020-00,4124 EILEEN DR,1582,1912,2025-05-23,"$502,500",Hamilton
055-0004-0045-00,3131 HACKBERRY ST,2294,1880,2025-05-23,"$584,000",Hamilton
051-0003-0275-00,ALAMO AVE,0,2003,2025-05-22,"$3,000",Hamilton
037-0001-0367-00,4108 SIMPSON AVE,1539,1946,2025-05-22,"$325,000",Hamilton
028-0005-0099-00,3526 HANDMAN AVE,2370,2004,2025-05-22,"$470,000",Hamilton
001-0001-0086-00,6516 COFFEY ST,1453,1947,2025-05-22,"$256,900",Hamilton
064-0003-0120-00,1617 804 E MCMILLAN AVE,1325,1962,2025-05-22,"$237,500",Hamilton
051-0003-0223-00,4901 CALVERT ST,,,2025-05-22,"$3,000",Hamilton
051-0003-0092-00,4710 CALVERT ST,,,2025-05-22,"$3,000",Hamilton
051-0003-0093-00,4706 CALVERT ST,,,2025-05-22,"$3,000",Hamilton
057-0005-0037-00,3467 HUDSON AVE,2475,1910,2025-05-22,"$445,000",Hamilton
037-0003-0142-00,6710 BUCKINGHAM PL,1180,1934,2025-05-21,"$335,000",Hamilton
044-0006-0092-00,1215 DELTA AVE,1404,1920,2025-05-21,"$550,000",Hamilton
038-0002-0291-00,8 HAMPTON CT,2916,1990,2025-05-21,"$1,555,000",Hamilton
037-0001-0284-00,5801 ARNSBY PL,1274,1905,2025-05-21,"$300,000",Hamilton
043-0003-0028-00,1320 MEIER AVE,1325,1908,2025-05-21,"$605,000",Hamilton
051-0004-0056-00,3437 CARDIFF AVE,1280,1910,2025-05-21,"$200,000",Hamilton
002-0002-0283-00,6235 CAMBRIDGE AVE,1798,1941,2025-05-21,"$255,000",Hamilton
052-0001-0026-00,3033 JARED ELLIS DR,,,2025-05-20,"$7,750,000",Hamilton
028-0003-0115-00,228 STANLEY AVE,1544,1881,2025-05-20,"$260,000",Hamilton
001-0001-0477-00,6624 CORBLY RD,2393,2010,2025-05-20,"$448,000",Hamilton
034-0002-0130-00,6120 ALPHA ST,1292,1929,2025-05-20,"$235,000",Hamilton
039-0002-0457-00,3921 KILBOURNE AVE,1492,1949,2025-05-20,"$403,800",Hamilton
001-0003-0003-00,1951 LEHIGH AVE,897,1940,2025-05-20,"$207,000",Hamilton
054-0005-0047-00,3340 WOODBURN AVE,2480,1900,2025-05-20,"$375,000",Hamilton
037-0002-0244-00,6604 PALMETTO ST,1244,1935,2025-05-20,"$271,000",Hamilton
042-0009-0135-00,2444 901 MADISON RD,1791,1967,2025-05-20,"$397,500",Hamilton
001-0005-0058-00,2320 BEECHMONT AVE,2106,1860,2025-05-19,"$265,000",Hamilton
064-0003-0117-00,1617 504 E MCMILLAN AVE,1325,1962,2025-05-19,"$215,000",Hamilton
042-0004-0073-00,3543 VISTA AVE,2043,1900,2025-05-19,"$630,000",Hamilton
063-0004-0236-00,2200 805 VICTORY PW,852,1966,2025-05-19,"$200,000",Hamilton
053-0001-0023-00,2324 2 MADISON RD,0,1963,2025-05-19,"$197,500",Hamilton
037-0003-0459-00,4940 PLAINVILLE RD,1092,1902,2025-05-19,"$260,000",Hamilton
020-0002-0087-00,3635 RUSSELL AVE,2878,2016,2025-05-16,"$1,280,000",Hamilton
043-0001-0069-00,1156 INGLENOOK PL,1482,1922,2025-05-16,"$620,000",Hamilton
042-0009-0305-00,2356 DANA AVE,1506,1971,2025-05-16,"$285,000",Hamilton
025-0003-0174-00,3538 GRANDIN RD,2120,1923,2025-05-16,"$815,000",Hamilton
003-0005-0124-00,2559 BONNIE DR,1046,1952,2025-05-16,"$147,500",Hamilton
037-0001-0124-00,5741 BRAMBLE AVE,2046,1910,2025-05-16,"$368,000",Hamilton
004-0007-0118-00,5307 RESERVE CR,1376,2005,2025-05-16,"$264,000",Hamilton
034-0001-0086-00,5405 WHETSEL AVE,,,2025-05-16,"$499,900",Hamilton
043-0A01-0115-00,1224 PAXTON AVE,1566,1927,2025-05-16,"$575,000",Hamilton
037-0005-0125-00,6929 BRITTON AVE,1131,1939,2025-05-15,"$190,000",Hamilton
040-0001-0007-00,2891 MARKBREIT AVE,1232,1900,2025-05-15,"$425,000",Hamilton
062-0001-0111-00,1350 WILLIAM H TAFT RD,,,2025-05-15,"$10,900",Hamilton
054-0005-0097-00,3327 HOLLOWAY CT,912,1914,2025-05-15,"$286,000",Hamilton
030-0001-0069-00,3132 WALWORTH AVE,734,1900,2025-05-15,"$139,900",Hamilton
030-0001-0212-00,3132 WALWORTH AVE,,,2025-05-15,"$139,900",Hamilton
037-0001-0448-00,4328 WATTERSON ST,1284,1922,2025-05-15,"$352,000",Hamilton
058-0001-0038-00,3513 HUDSON AVE,2279,1910,2025-05-15,"$170,000",Hamilton
037-0003-0195-00,6512 ROE ST,1533,1910,2025-05-15,"$375,000",Hamilton
044-0003-0143-00,3239 HARDISTY AVE,,,2025-05-14,"$1,310,000",Hamilton
038-0A01-0013-00,3531 RAWSON PL,1002,1928,2025-05-14,"$375,000",Hamilton
054-0003-0023-00,1910 KINNEY AVE,1471,1905,2025-05-14,"$288,000",Hamilton
044-0003-0065-00,3239 HARDISTY AVE,2688,1972,2025-05-14,"$1,310,000",Hamilton
038-0001-0040-00,3646 405 ASHWORTH DR,1248,1978,2025-05-14,"$315,000",Hamilton
020-0002-0073-00,3639 ARCHER AVE,3260,2016,2025-05-14,"$1,305,000",Hamilton
055-0001-0106-00,3219 GILBERT AVE,1924,2022,2025-05-14,"$470,000",Hamilton
002-0003-0077-00,1611 ALCOR TE,1278,1938,2025-05-13,"$265,000",Hamilton
037-0001-0205-00,4207 WHETSEL AVE,,,2025-05-13,"$679,000",Hamilton
027-0002-0134-00,3710 4 CREIGHTON PL,928,1875,2025-05-13,"$210,000",Hamilton
039-0002-0440-00,3862 KILBOURNE AVE,1242,1941,2025-05-13,"$440,000",Hamilton
040-0A02-0041-00,2815 INVERNESS PL,1367,1927,2025-05-13,"$510,000",Hamilton
050-0002-0145-00,4437 BRAZEE ST,1735,1916,2025-05-13,"$382,500",Hamilton
062-0002-0037-00,2556 INGLESIDE AVE,2286,1896,2025-05-13,"$200,000",Hamilton
049-0003-0028-00,2778 MINOT AVE,2289,1923,2025-05-13,"$475,000",Hamilton
062-0002-0090-00,2541 HACKBERRY ST,3565,1880,2025-05-13,"$302,000",Hamilton
035-0004-0119-00,6313 SIERRA ST,1280,1890,2025-05-13,"$280,000",Hamilton
038-0001-0042-00,3683 B ERIE AVE,1322,1961,2025-05-13,"$290,000",Hamilton
040-0004-0019-00,3730 WOODLAND AVE,2376,1906,2025-05-12,"$560,000",Hamilton
039-0004-0065-00,3854 MT VERNON AVE,1414,1905,2025-05-12,"$422,000",Hamilton
039-0A06-0220-00,3057 PORTSMOUTH AVE,1712,1935,2025-05-12,"$699,000",Hamilton
039-0006-0012-00,3649 PAXTON AVE,2053,1904,2025-05-12,"$499,000",Hamilton
046-0A04-0010-00,2527 S ROOKWOOD DR,4801,1929,2025-05-12,"$2,450,000",Hamilton
018-0001-0014-00,4803 MORSE ST,1289,1915,2025-05-12,"$237,000",Hamilton
002-0003-0159-00,6534 GLADE AVE,3089,1953,2025-05-09,"$500,000",Hamilton
044-0006-0019-00,3152 WILLIS AVE,1440,1910,2025-05-09,"$510,000",Hamilton
040-0001-0005-00,2917 MADISON RD,3105,1920,2025-05-09,"$451,000",Hamilton
002-0003-0164-00,6534 GLADE AVE,,,2025-05-09,"$500,000",Hamilton
040-0004-0022-00,3720 WOODLAND AVE,1847,1914,2025-05-08,"$800,000",Hamilton
055-0006-0209-00,3002 WOODBURN AVE,,,2025-05-08,"$653,914",Hamilton
049-0004-0258-00,2917 MINOT AVE,1941,1912,2025-05-08,"$550,000",Hamilton
054-0003-0088-00,1916 HEWITT AVE,1733,1918,2025-05-08,"$355,000",Hamilton
046-0002-0070-00,2896 LINWOOD AVE,2582,1918,2025-05-08,"$775,000",Hamilton
033-0001-0136-00,2025 CALVIN CLIFF LN,1844,1973,2025-05-08,"$290,000",Hamilton
037-0001-0239-00,4127 WATTERSON ST,1200,1968,2025-05-08,"$275,000",Hamilton
035-0003-0051-00,6008 DESMOND ST,1421,1890,2025-05-08,"$315,000",Hamilton
026-0002-0105-00,519 MISSOURI AVE,2832,2014,2025-05-08,"$1,200,000",Hamilton
063-0003-0165-00,2324 PARK AVE,1611,1928,2025-05-08,"$339,000",Hamilton
028-0004-0181-00,3435 802 GOLDEN AVE,1839,1991,2025-05-07,"$484,000",Hamilton
023-0004-0005-00,1232 HERSCHEL WOODS LN,2463,1941,2025-05-07,"$1,475,000",Hamilton
055-0003-0037-00,3105 DURRELL AVE,1923,1882,2025-05-07,"$255,000",Hamilton
062-0003-0027-00,2705 HACKBERRY ST,2120,1890,2025-05-07,"$270,000",Hamilton
049-0004-0243-00,4114 THIRTY-FOURTH AVE,1514,1915,2025-05-07,"$600,000",Hamilton
057-0003-0112-00,3631 WABASH AVE,1810,1908,2025-05-07,"$190,000",Hamilton
055-0003-0048-00,3105 DURRELL AVE,,,2025-05-07,"$255,000",Hamilton
050-0007-0425-00,3639 BROTHERTON RD,,,2025-05-07,"$690,000",Hamilton
039-0002-0206-00,3933 MARBURG AVE,1242,1928,2025-05-07,"$407,900",Hamilton
039-0004-0073-00,3828 MT VERNON AVE,1168,1905,2025-05-07,"$340,000",Hamilton
049-0004-0080-00,2830 MINOT AVE,1472,1924,2025-05-07,"$409,500",Hamilton
064-0002-0176-00,2526 HACKBERRY ST,1744,2004,2025-05-06,"$349,000",Hamilton
036-0005-0009-00,5737 WHITNEY AVE,1967,1910,2025-05-06,"$510,000",Hamilton
050-0008-0172-00,4120 4C ALLENDALE DR,2730,2008,2025-05-06,"$660,000",Hamilton
056-0001-0068-00,1758 WILLIAM H TAFT RD,1234,1984,2025-05-06,"$262,000",Hamilton
002-0001-0146-00,1716 TIFFANY LN,1905,1956,2025-05-06,"$310,000",Hamilton
044-0006-0108-00,3146 LINWOOD AVE,1416,1900,2025-05-06,"$351,000",Hamilton
004-0004-0207-00,6113 WAYSIDE CT,1411,1961,2025-05-06,"$160,000",Hamilton
063-0004-0369-00,2200 2507 VICTORY PW,1240,1966,2025-05-05,"$390,000",Hamilton
040-0003-0122-00,2724 COX LN,972,1906,2025-05-05,"$225,000",Hamilton
038-0001-0044-00,3683 D ERIE AVE,880,1961,2025-05-05,"$255,000",Hamilton
020-0001-0034-00,4926 LE BLOND AVE,1280,1941,2025-05-05,"$422,300",Hamilton
037-0003-0222-00,4529 PLAINVILLE RD,1632,1913,2025-05-05,"$322,205",Hamilton
039-0004-0080-00,3810 MT VERNON AVE,1868,1905,2025-05-05,"$475,000",Hamilton
003-0004-0168-00,6036 LOCKARD AVE,1233,1939,2025-05-02,"$259,900",Hamilton
058-0005-0133-00,3420 WOODBURN AVE,2038,1918,2025-05-02,"$145,000",Hamilton
042-0008-0159-00,3768 GROVEDALE PL,1116,1947,2025-05-02,"$401,000",Hamilton
049-0004-0048-00,4313 THIRTY-FIRST AVE,1118,1915,2025-05-02,"$400,000",Hamilton
063-0004-0025-00,2210 KEMPER LN,1513,1895,2025-05-02,"$309,000",Hamilton
040-0005-0082-00,2825 ROSELLA AVE,1555,1937,2025-05-02,"$490,000",Hamilton
001-0001-0260-00,6589 RAINBOW LN,925,1954,2025-05-01,"$224,500",Hamilton
034-0005-0056-00,5409 STEWART AVE,1652,1915,2025-05-01,"$345,000",Hamilton
040-0001-0119-00,2907 3 ROMANA PL,2086,2021,2025-05-01,"$707,500",Hamilton
038-0A03-0127-00,3619 BRENTWOOD AVE,1531,1917,2025-05-01,"$431,934",Hamilton
054-0004-0193-00,1873 HURON AVE,1178,1915,2025-05-01,"$249,000",Hamilton
038-0002-0338-00,3670 B ASHWORTH DR,1361,1962,2025-05-01,"$355,000",Hamilton
019-0001-0230-00,3918 DEVONSHIRE DR,2857,1995,2025-05-01,"$950,000",Hamilton
055-0004-0130-00,3216 HACKBERRY ST,2208,1900,2025-05-01,"$190,000",Hamilton
039-0004-0150-00,3870 DRAKEWOOD DR,1672,1936,2025-04-30,"$610,000",Hamilton
049-0004-0306-00,2815 MINOT AVE,1576,1912,2025-04-29,"$335,000",Hamilton
037-0005-0154-00,6814 PALMETTO ST,864,1930,2025-04-29,"$299,900",Hamilton
037-0005-0150-00,6815 BRITTON AVE,1179,1923,2025-04-29,"$290,000",Hamilton
031-0002-0151-00,2885 WALWORTH AVE,4349,2023,2025-04-29,"$1,535,000",Hamilton
049-0004-0155-00,4213 THIRTY-THIRD AVE,1702,1914,2025-04-29,"$312,000",Hamilton
046-0008-0073-00,3326 EASTSIDE AVE,1687,1910,2025-04-29,"$501,000",Hamilton
002-0009-0083-00,6329 GLADE AVE,840,1926,2025-04-29,"$215,000",Hamilton
063-0003-0192-00,2324 PARK AVE,1105,1928,2025-04-28,"$249,900",Hamilton
039-0007-0056-00,3584 MONTEITH AVE,2296,1915,2025-04-28,"$790,000",Hamilton
064-0002-0177-00,2528 HACKBERRY ST,1744,2004,2025-04-28,"$350,000",Hamilton
038-0004-0089-00,3527 FORESTOAK CT,1398,1974,2025-04-25,"$365,000",Hamilton
045-0003-0033-00,3238 NASH AVE,2162,1923,2025-04-25,"$550,000",Hamilton
041-0005-0087-00,3570 MOONEY AVE,3256,1903,2025-04-25,"$1,213,000",Hamilton
003-0002-0015-00,6086 COLTER AVE,2132,1959,2025-04-25,"$339,000",Hamilton
038-0002-0379-00,3677 B ASHWORTH DR,934,1962,2025-04-25,"$265,000",Hamilton
051-0008-0086-00,4932 KELSCH LN,1204,1955,2025-04-25,"$315,000",Hamilton
055-0004-0242-00,1621 DEXTER AVE,2224,2022,2025-04-24,"$600,000",Hamilton
063-0004-0222-00,2200 701 VICTORY PW,616,1966,2025-04-24,"$157,500",Hamilton
037-0005-0124-00,6931 BRITTON AVE,1421,1939,2025-04-24,"$320,000",Hamilton
038-0004-0100-00,3655 TRASKWOOD CR,1564,1975,2025-04-24,"$301,530",Hamilton
039-0007-0042-00,3587 MONTEITH AVE,2835,1994,2025-04-23,"$837,500",Hamilton
001-0005-0083-00,2303 OXFORD AVE,1254,1870,2025-04-23,"$160,000",Hamilton
058-0002-0021-00,1537 JONATHAN AVE,925,1915,2025-04-23,"$150,000",Hamilton
055-0005-0051-00,3 DEXTER PL,1979,1908,2025-04-23,"$887,500",Hamilton
024-0001-0006-00,4044 EASTERN AVE,2112,1890,2025-04-23,"$305,000",Hamilton
020-0002-0011-00,3614 ARCHER AVE,,,2025-04-23,"$105,000",Hamilton
046-1A04-0089-00,2410 GRANDIN GATE LN,3661,2001,2025-04-23,"$1,700,000",Hamilton
044-0003-0082-00,3252 GLENGYLE AVE,1624,1928,2025-04-23,"$610,000",Hamilton
039-0003-0156-00,3157 CELERON AVE,1248,1915,2025-04-22,"$242,725",Hamilton
062-0003-0120-00,2625 MOORMAN AVE,2412,1890,2025-04-22,"$450,000",Hamilton
061-0002-0054-00,2813 ASHLAND AVE,1845,1910,2025-04-22,"$213,000",Hamilton
039-0004-0045-00,3855 MT VERNON AVE,984,1905,2025-04-22,"$225,000",Hamilton
008-0001-0075-00,5872 PANAMA AVE,1560,1875,2025-04-22,"$225,000",Hamilton
030-0001-0195-00,3304 1 COLUMBIA PW,1723,1977,2025-04-22,"$405,000",Hamilton
054-0006-0099-00,1514 ST LEGER PL,2033,1906,2025-04-22,"$400,000",Hamilton
004-0004-0363-00,1436 MEADOWBRIGHT LN,1380,1971,2025-04-22,"$209,800",Hamilton
065-0001-0126-00,860 BUENA VISTA PL,3123,1916,2025-04-21,"$175,000",Hamilton
055-0006-0208-00,3000 WOODBURN AVE,,,2025-04-21,"$774,900",Hamilton
054-0005-0133-00,1721 HEWITT AVE,2108,1905,2025-04-21,"$345,000",Hamilton
001-0004-0156-00,6532 RIPPLEWOOD LN,1568,1973,2025-04-21,"$289,900",Hamilton
042-0A01-0110-00,3641 STETTINIUS AVE,,,2025-04-21,"$1,496,325",Hamilton
002-0007-0083-00,6716 LE CONTE AVE,941,1947,2025-04-21,"$176,500",Hamilton
008-0001-0072-00,5856 PANAMA AVE,1195,1911,2025-04-21,"$117,000",Hamilton
025-0003-0149-00,600 9 DELTA AVE,1194,1990,2025-04-18,"$325,000",Hamilton
039-0002-0255-00,3302 GLENHURST PL,1210,1941,2025-04-18,"$321,500",Hamilton
039-0007-0006-00,2865 MINTO AVE,1256,1920,2025-04-18,"$437,500",Hamilton
062-0003-0164-00,2711 CLEINVIEW AVE,3110,2016,2025-04-17,"$923,259",Hamilton
001-0002-0074-00,2102 SUTTON AVE,1425,1880,2025-04-17,"$265,000",Hamilton
053-0001-0151-00,2324 MADISON RD,882,1963,2025-04-17,"$170,000",Hamilton
039-0003-0031-00,3105 MARKBREIT AVE,2017,1913,2025-04-16,"$540,000",Hamilton
058-0004-0019-00,1822 CLARION AVE,3189,1911,2025-04-16,"$452,500",Hamilton
054-0003-0181-00,3317 BEVIS AVE,1359,1920,2025-04-16,"$165,000",Hamilton
039-0006-0045-00,3431 DUNCAN AVE,1810,1906,2025-04-16,"$662,000",Hamilton
064-0003-0230-00,2412 INGLESIDE AVE,2364,1986,2025-04-16,"$550,000",Hamilton
031-0002-0134-00,2987 WALWORTH AVE,,,2025-04-16,"$300,000",Hamilton
030-0003-0113-00,545 DELTA AVE,4595,1894,2025-04-16,"$1,250,000",Hamilton
036-0001-0076-00,4915 STEWART AVE,2662,1871,2025-04-16,"$380,000",Hamilton
034-0002-0015-00,5330 WHETSEL AVE,1535,1898,2025-04-15,"$22,000",Hamilton
001-0004-0029-00,1987 HONEYSUCKLE LN,1399,1951,2025-04-15,"$304,000",Hamilton
037-0002-0150-00,6615 MERWIN AVE,1220,1938,2025-04-14,"$165,000",Hamilton
037-0002-0434-00,6431 BRAMBLE AVE,1058,1953,2025-04-14,"$257,000",Hamilton
058-0003-0046-00,3553 BEVIS AVE,2739,1894,2025-04-14,"$235,000",Hamilton
039-0002-0667-00,3340 MARBURG SQUARE LN,1900,2013,2025-04-14,"$525,000",Hamilton
041-0001-0098-00,3630 MICHIGAN AVE,1711,1909,2025-04-14,"$638,600",Hamilton
041-0006-0066-00,3419 BERRY AVE,3603,1910,2025-04-14,"$1,200,000",Hamilton
053-0001-0194-00,2324 2008 MADISON RD,1624,1963,2025-04-14,"$250,000",Hamilton
054-0004-0094-00,3314 GRAYDON AVE,1166,1890,2025-04-14,"$165,500",Hamilton
